gene_name,start,end,feature_type,strand,locus_tag,chromosome
3'rbn,2382526,2382565,3'UTR,+,b2268,NC_000913.3
5'elaD,2382566,2382712,5'UTR,+,b2269,NC_000913.3
elaD,2382713,2383924,CDS,+,b2269,NC_000913.3
3'elaD,2383925,2383959,3'UTR,+,b2269,NC_000913.3
3'yfbK,2383960,2383994,3'UTR,-,b2270,NC_000913.3
yfbK,2383995,2385722,CDS,-,b2270,NC_000913.3
5'yfbK,2385723,2385790,5'UTR,-,b2270,NC_000913.3
5'yfbL,2385791,2385859,5'UTR,+,b2271,NC_000913.3
yfbL,2385860,2386831,CDS,+,b2271,NC_000913.3
3'yfbL,2386832,2386871,3'UTR,+,b2271,NC_000913.3
5'yfbM,2386872,2386933,5'UTR,+,b2272,NC_000913.3
yfbM,2386934,2387437,CDS,+,b2272,NC_000913.3
3'yfbM,2387438,2387573,3'UTR,+,b2272,NC_000913.3
3'yfbN,2387574,2387709,3'UTR,-,b2273,NC_000913.3
yfbN,2387710,2388426,CDS,-,b2273,NC_000913.3
5'yfbN,2388427,2388530,5'UTR,-,b2273,NC_000913.3
5'yfbO,2388531,2388634,5'UTR,+,b2274,NC_000913.3
yfbO,2388635,2389057,CDS,+,b2274,NC_000913.3
3'yfbO,2389058,2389086,3'UTR,+,b2274,NC_000913.3
5'yfbP,2389087,2389115,5'UTR,+,b2275,NC_000913.3
yfbP,2389116,2389964,CDS,+,b2275,NC_000913.3
3'yfbP,2389965,2390005,3'UTR,+,b2275,NC_000913.3
3'nuoN,2390006,2390047,3'UTR,-,b2276,NC_000913.3
nuoN,2390048,2391511,CDS,-,b2276,NC_000913.3
nuoM,2391512,2393041,CDS,-,b2277,NC_000913.3
5'nuoM,2393042,2393164,5'UTR,-,b2277,NC_000913.3
3'nuoL,2393165,2393204,3'UTR,-,b2278,NC_000913.3
nuoL,2393205,2395046,CDS,-,b2278,NC_000913.3
nuoK,2395043,2395345,CDS,-,b2279,NC_000913.3
nuoJ,2395342,2395896,CDS,-,b2280,NC_000913.3
nuoI,2395897,2396464,CDS,-,b2281,NC_000913.3
nuoH,2396465,2397442,CDS,-,b2282,NC_000913.3
nuoG,2397439,2400165,CDS,-,b2283,NC_000913.3
5'nuoG,2400166,2400191,5'UTR,-,b2283,NC_000913.3
3'nuoF,2400192,2400217,3'UTR,-,b2284,NC_000913.3
nuoF,2400218,2401555,CDS,-,b2284,NC_000913.3
nuoE,2401552,2402054,CDS,-,b2285,NC_000913.3
nuoC,2402055,2403845,CDS,-,b2286,NC_000913.3
5'nuoC,2403846,2403910,5'UTR,-,b2286,NC_000913.3
3'nuoB,2403911,2403950,3'UTR,-,b2287,NC_000913.3
nuoB,2403951,2404613,CDS,-,b2287,NC_000913.3
nuoA,2404614,2405072,CDS,-,b2288,NC_000913.3
5'nuoA,2405073,2405662,5'UTR,-,b2288,NC_000913.3
3'lrhA,2405663,2405702,3'UTR,-,b2289,NC_000913.3
lrhA,2405703,2406641,CDS,-,b2289,NC_000913.3
5'lrhA,2406642,2407100,5'UTR,-,b2289,NC_000913.3
5'alaA,2407101,2407560,5'UTR,+,b2290,NC_000913.3
alaA,2407561,2408778,CDS,+,b2290,NC_000913.3
3'alaA,2408779,2408818,3'UTR,+,b2290,NC_000913.3
5'yfbR,2408819,2408861,5'UTR,+,b2291,NC_000913.3
yfbR,2408862,2409461,CDS,+,b2291,NC_000913.3
3'yfbR,2409462,2409490,3'UTR,+,b2291,NC_000913.3
3'yfbS,2409491,2409519,3'UTR,-,b2292,NC_000913.3
yfbS,2409520,2411352,CDS,-,b2292,NC_000913.3
5'yfbS,2411353,2411398,5'UTR,-,b2292,NC_000913.3
3'hxpA,2411399,2411438,3'UTR,-,b2293,NC_000913.3
hxpA,2411439,2412089,CDS,-,b2293,NC_000913.3
yfbU,2412090,2412594,CDS,-,b2294,NC_000913.3
5'yfbU,2412595,2412636,5'UTR,-,b2294,NC_000913.3
3'yfbV,2412637,2412676,3'UTR,-,b2295,NC_000913.3
yfbV,2412677,2413132,CDS,-,b2295,NC_000913.3
5'yfbV,2413133,2413300,5'UTR,-,b2295,NC_000913.3
5'ackA,2413301,2413469,5'UTR,+,b2296,NC_000913.3
ackA,2413470,2414672,CDS,+,b2296,NC_000913.3
3'ackA,2414673,2414709,3'UTR,+,b2296,NC_000913.3
5'pta,2414710,2414746,5'UTR,+,b2297,NC_000913.3
pta,2414747,2416891,CDS,+,b2297,NC_000913.3
3'pta,2416892,2416931,3'UTR,+,b2297,NC_000913.3
5'yfcC,2416932,2417080,5'UTR,+,b2298,NC_000913.3
yfcC,2417081,2418601,CDS,+,b2298,NC_000913.3
yfcD,2418602,2419176,CDS,-,b2299,NC_000913.3
5'yfcD,2419177,2419205,5'UTR,-,b2299,NC_000913.3
3'yfcE,2419206,2419233,3'UTR,-,b2300,NC_000913.3
yfcE,2419234,2419788,CDS,-,b2300,NC_000913.3
5'yfcE,2419789,2419814,5'UTR,-,b2300,NC_000913.3
3'yfcF,2419815,2419840,3'UTR,-,b2301,NC_000913.3
yfcF,2419841,2420485,CDS,-,b2301,NC_000913.3
5'yfcF,2420486,2420552,5'UTR,-,b2301,NC_000913.3
5'yfcG,2420553,2420620,5'UTR,+,b2302,NC_000913.3
yfcG,2420621,2421268,CDS,+,b2302,NC_000913.3
3'yfcG,2421269,2421296,3'UTR,+,b2302,NC_000913.3
5'folX,2421297,2421324,5'UTR,+,b2303,NC_000913.3
folX,2421325,2421707,CDS,+,b2303,NC_000913.3
yfcH,2421708,2422601,CDS,+,b2304,NC_000913.3
3'yfcH,2422602,2422624,3'UTR,+,b2304,NC_000913.3
3'rpnB,2422625,2422648,3'UTR,-,b2305,NC_000913.3
rpnB,2422649,2423539,CDS,-,b2305,NC_000913.3
5'rpnB,2423540,2423695,5'UTR,-,b2305,NC_000913.3
3'hisP,2423696,2423735,3'UTR,-,b2306,NC_000913.3
hisP,2423736,2424509,CDS,-,b2306,NC_000913.3
hisM,2424510,2425233,CDS,-,b2307,NC_000913.3
hisQ,2425230,2425916,CDS,-,b2308,NC_000913.3
5'hisQ,2425917,2425965,5'UTR,-,b2308,NC_000913.3
3'hisJ,2425966,2426005,3'UTR,-,b2309,NC_000913.3
hisJ,2426006,2426788,CDS,-,b2309,NC_000913.3
5'hisJ,2426789,2426968,5'UTR,-,b2309,NC_000913.3
3'argT,2426969,2427008,3'UTR,-,b2310,NC_000913.3
argT,2427009,2427791,CDS,-,b2310,NC_000913.3
5'argT,2427792,2428016,5'UTR,-,b2310,NC_000913.3
3'ubiX,2428017,2428056,3'UTR,-,b2311,NC_000913.3
ubiX,2428057,2428626,CDS,-,b2311,NC_000913.3
5'ubiX,2428627,2428680,5'UTR,-,b2311,NC_000913.3
3'purF,2428681,2428720,3'UTR,-,b2312,NC_000913.3
purF,2428721,2430238,CDS,-,b2312,NC_000913.3
cvpA,2430239,2430763,CDS,-,b2313,NC_000913.3
5'cvpA,2430764,2430981,5'UTR,-,b2313,NC_000913.3
3'dedD,2430982,2431021,3'UTR,-,b2314,NC_000913.3
dedD,2431022,2431684,CDS,-,b2314,NC_000913.3
folC,2431674,2432942,CDS,-,b2315,NC_000913.3
5'folC,2432943,2432977,5'UTR,-,b2315,NC_000913.3
3'accD,2432978,2433011,3'UTR,-,b2316,NC_000913.3
accD,2433012,2433926,CDS,-,b2316,NC_000913.3
5'accD,2433927,2434041,5'UTR,-,b2316,NC_000913.3
3'dedA,2434042,2434081,3'UTR,-,b2317,NC_000913.3
dedA,2434082,2434741,CDS,-,b2317,NC_000913.3
5'dedA,2434742,2434783,5'UTR,-,b2317,NC_000913.3
3'truA,2434784,2434823,3'UTR,-,b2318,NC_000913.3
truA,2434824,2435636,CDS,-,b2318,NC_000913.3
usg,2435636,2436649,CDS,-,b2319,NC_000913.3
5'usg,2436650,2436682,5'UTR,-,b2319,NC_000913.3
3'pdxB,2436683,2436714,3'UTR,-,b2320,NC_000913.3
pdxB,2436715,2437851,CDS,-,b2320,NC_000913.3
5'pdxB,2437852,2437900,5'UTR,-,b2320,NC_000913.3
5'flk,2437901,2437949,5'UTR,+,b2321,NC_000913.3
flk,2437950,2438945,CDS,+,b2321,NC_000913.3
yfcJ,2438942,2440120,CDS,-,b2322,NC_000913.3
5'yfcJ,2440121,2440344,5'UTR,-,b2322,NC_000913.3
3'fabB,2440345,2440384,3'UTR,-,b2323,NC_000913.3
fabB,2440385,2441605,CDS,-,b2323,NC_000913.3
5'fabB,2441606,2441684,5'UTR,-,b2323,NC_000913.3
5'mnmC,2441685,2441763,5'UTR,+,b2324,NC_000913.3
mnmC,2441764,2443770,CDS,+,b2324,NC_000913.3
3'mnmC,2443771,2443830,3'UTR,+,b2324,NC_000913.3
3'yfcL,2443831,2443890,3'UTR,-,b2325,NC_000913.3
yfcL,2443891,2444202,CDS,-,b2325,NC_000913.3
epmC,2444203,2444751,CDS,-,b2326,NC_000913.3
yfcA,2444751,2445560,CDS,-,b2327,NC_000913.3
mepA,2445560,2446387,CDS,-,b2328,NC_000913.3
aroC,2446388,2447473,CDS,-,b2329,NC_000913.3
prmB,2447474,2448440,CDS,-,b2330,NC_000913.3
5'prmB,2448441,2448522,5'UTR,-,b2330,NC_000913.3
5'smrB,2448523,2448605,5'UTR,+,b2331,NC_000913.3
smrB,2448606,2449157,CDS,+,b2331,NC_000913.3
3'smrB,2449158,2449192,3'UTR,+,b2331,NC_000913.3
3'yfcO,2449193,2449227,3'UTR,-,b2332,NC_000913.3
yfcO,2449228,2450049,CDS,-,b2332,NC_000913.3
yfcP,2450050,2450590,CDS,-,b2333,NC_000913.3
yfcQ,2450587,2451075,CDS,-,b2334,NC_000913.3
yfcR,2451072,2451584,CDS,-,b2335,NC_000913.3
yfcS,2451584,2452355,CDS,-,b2336,NC_000913.3
yfcU,2452356,2455001,pseudogene,-,b4661,NC_000913.3
5'yfcU,2455002,2455042,5'UTR,-,b4661,NC_000913.3
3'yfcV,2455043,2455082,3'UTR,-,b2339,NC_000913.3
yfcV,2455083,2455646,CDS,-,b2339,NC_000913.3
5'yfcV,2455647,2456286,5'UTR,-,b2339,NC_000913.3
3'sixA,2456287,2456326,3'UTR,-,b2340,NC_000913.3
sixA,2456327,2456812,CDS,-,b2340,NC_000913.3
5'sixA,2456813,2456974,5'UTR,-,b2340,NC_000913.3
3'fadJ,2456975,2457014,3'UTR,-,b2341,NC_000913.3
fadJ,2457015,2459159,CDS,-,b2341,NC_000913.3
fadI,2459159,2460469,CDS,-,b2342,NC_000913.3
5'fadI,2460470,2460609,5'UTR,-,b2342,NC_000913.3
3'yfcZ,2460610,2460649,3'UTR,-,b2343,NC_000913.3
yfcZ,2460650,2460934,CDS,-,b2343,NC_000913.3
5'yfcZ,2460935,2461119,5'UTR,-,b2343,NC_000913.3
5'fadL,2461120,2461305,5'UTR,+,b2344,NC_000913.3
fadL,2461306,2462646,CDS,+,b2344,NC_000913.3
3'fadL,2462647,2462686,3'UTR,+,b2344,NC_000913.3
5'yfdF,2462687,2463011,5'UTR,+,b2345,NC_000913.3
yfdF,2463012,2464070,CDS,+,b2345,NC_000913.3
3'yfdF,2464071,2464160,3'UTR,+,b2345,NC_000913.3
3'mlaA,2464161,2464251,3'UTR,-,b2346,NC_000913.3
mlaA,2464252,2465007,CDS,-,b2346,NC_000913.3
5'mlaA,2465008,2465153,5'UTR,-,b2346,NC_000913.3
5'yfdC,2465154,2465300,5'UTR,+,b2347,NC_000913.3
yfdC,2465301,2466233,CDS,+,b2347,NC_000913.3
3'yfdC,2466234,2466265,3'UTR,+,b2347,NC_000913.3
5'argW,2466266,2466298,tRNA,+,b2348,NC_000913.3
argW,2466299,2466393,tRNA,+,b2348,NC_000913.3
3'argW,2466394,2466433,tRNA,+,b2348,NC_000913.3
5'intS,2466434,2466544,5'UTR,+,b2349,NC_000913.3
intS,2466545,2467702,CDS,+,b2349,NC_000913.3
3'intS,2467703,2467742,3'UTR,+,b2349,NC_000913.3
5'yfdG,2467743,2467854,5'UTR,+,b2350,NC_000913.3
yfdG,2467855,2468217,CDS,+,b2350,NC_000913.3
yfdH,2468214,2469134,CDS,+,b2351,NC_000913.3
yfdI,2469131,2470462,CDS,+,b2352,NC_000913.3
yodE,2470463,2470643,CDS,-,b4780,NC_000913.3
5'yodE,2470644,2470722,5'UTR,-,b4780,NC_000913.3
5'tfaS,2470723,2470802,5'UTR,+,b2353,NC_000913.3
tfaS,2470803,2471105,pseudogene,+,b2353,NC_000913.3
yfdK,2471077,2471543,CDS,-,b2354,NC_000913.3
yfdL,2471544,2472062,pseudogene,-,b2355,NC_000913.3
5'yfdL,2472063,2472087,5'UTR,-,b2355,NC_000913.3
3'yfdM,2472088,2472111,3'UTR,-,b2356,NC_000913.3
yfdM,2472112,2472387,CDS,-,b2356,NC_000913.3
yfdN,2472387,2472881,CDS,-,b2357,NC_000913.3
yfdO,2472878,2473246,CDS,-,b2358,NC_000913.3
5'yfdO,2473247,2473424,5'UTR,-,b2358,NC_000913.3
5'yfdP,2473425,2473603,5'UTR,+,b2359,NC_000913.3
yfdP,2473604,2473966,CDS,+,b2359,NC_000913.3
3'yfdP,2473967,2473998,3'UTR,+,b2359,NC_000913.3
5'yfdQ,2473999,2474031,5'UTR,+,b2360,NC_000913.3
yfdQ,2474032,2474856,CDS,+,b2360,NC_000913.3
3'yfdQ,2474857,2474896,3'UTR,+,b2360,NC_000913.3
5'yfdR,2474897,2474983,5'UTR,+,b2361,NC_000913.3
yfdR,2474984,2475520,CDS,+,b2361,NC_000913.3
yfdS,2475511,2475873,CDS,+,b2362,NC_000913.3
yfdT,2475873,2476178,CDS,+,b2363,NC_000913.3
ypdJ,2476094,2476234,CDS,+,b4545,NC_000913.3
3'ypdJ,2476235,2476271,3'UTR,+,b4545,NC_000913.3
5'torI,2476272,2476309,5'UTR,+,b4501,NC_000913.3
torI,2476310,2476510,CDS,+,b4501,NC_000913.3
3'torI,2476511,2476546,3'UTR,+,b4501,NC_000913.3
5'pawZ,2476547,2476583,5'UTR,+,b4643,NC_000913.3
pawZ,2476584,2476598,pseudogene,+,b4643,NC_000913.3
3'pawZ,2476599,2476645,3'UTR,+,b4643,NC_000913.3
3'dsdC,2476646,2476693,3'UTR,-,b2364,NC_000913.3
dsdC,2476694,2477629,CDS,-,b2364,NC_000913.3
5'dsdC,2477630,2477737,5'UTR,-,b2364,NC_000913.3
5'dsdX,2477738,2477846,5'UTR,+,b2365,NC_000913.3
dsdX,2477847,2479184,CDS,+,b2365,NC_000913.3
dsdA,2479185,2480530,CDS,+,b2366,NC_000913.3
3'dsdA,2480531,2480583,3'UTR,+,b2366,NC_000913.3
3'emrY,2480584,2480637,3'UTR,-,b2367,NC_000913.3
emrY,2480638,2482176,CDS,-,b2367,NC_000913.3
emrK,2482176,2483339,CDS,-,b2368,NC_000913.3
5'emrK,2483340,2483533,5'UTR,-,b2368,NC_000913.3
5'evgL,2483534,2483728,5'UTR,+,b4781,NC_000913.3
evgL,2483729,2483758,CDS,+,b4781,NC_000913.3
evgA,2483755,2484373,CDS,+,b2369,NC_000913.3
evgS,2484374,2487967,CDS,+,b2370,NC_000913.3
3'evgS,2487968,2487994,3'UTR,+,b2370,NC_000913.3
3'yfdE,2487995,2488022,3'UTR,-,b2371,NC_000913.3
yfdE,2488023,2489168,CDS,-,b2371,NC_000913.3
5'yfdE,2489169,2489205,5'UTR,-,b2371,NC_000913.3
3'yfdV,2489206,2489241,3'UTR,-,b2372,NC_000913.3
yfdV,2489242,2490186,CDS,-,b2372,NC_000913.3
5'yfdV,2490187,2490221,5'UTR,-,b2372,NC_000913.3
3'oxc,2490222,2490255,3'UTR,-,b2373,NC_000913.3
oxc,2490256,2491950,CDS,-,b2373,NC_000913.3
5'oxc,2491951,2491977,5'UTR,-,b2373,NC_000913.3
3'frc,2491978,2492003,3'UTR,-,b2374,NC_000913.3
frc,2492004,2493254,CDS,-,b2374,NC_000913.3
5'frc,2493255,2493726,5'UTR,-,b2374,NC_000913.3
3'yfdX,2493727,2493766,3'UTR,-,b2375,NC_000913.3
yfdX,2493767,2494402,CDS,-,b2375,NC_000913.3
5'yfdX,2494403,2494549,5'UTR,-,b2375,NC_000913.3
5'ypdI,2494550,2494697,5'UTR,+,b2376,NC_000913.3
ypdI,2494698,2494973,CDS,+,b2376,NC_000913.3
3'ypdI,2494974,2495011,3'UTR,+,b2376,NC_000913.3
3'yfdY,2495012,2495049,3'UTR,-,b2377,NC_000913.3
yfdY,2495050,2495292,CDS,-,b2377,NC_000913.3
5'yfdY,2495293,2495468,5'UTR,-,b2377,NC_000913.3
5'lpxP,2495469,2495644,5'UTR,+,b2378,NC_000913.3
lpxP,2495645,2496565,CDS,+,b2378,NC_000913.3
3'lpxP,2496566,2496605,3'UTR,+,b2378,NC_000913.3
5'ypdK,2496606,2496920,5'UTR,+,b4680,NC_000913.3
ypdK,2496921,2496992,CDS,+,b4680,NC_000913.3
3'ypdK,2496993,2497024,3'UTR,+,b4680,NC_000913.3
3'alaC,2497025,2497056,3'UTR,-,b2379,NC_000913.3
alaC,2497057,2498295,CDS,-,b2379,NC_000913.3
5'alaC,2498296,2498482,5'UTR,-,b2379,NC_000913.3
5'pyrS,2498483,2498670,5'UTR,+,b2380,NC_000913.3
pyrS,2498671,2500368,CDS,+,b2380,NC_000913.3
pyrR,2500369,2501129,CDS,+,b2381,NC_000913.3
ypdC,2501130,2501989,CDS,+,b2382,NC_000913.3
fryA,2501990,2504485,CDS,-,b2383,NC_000913.3
ypdE,2504486,2505547,CDS,-,b2384,NC_000913.3
ypdF,2505547,2506646,CDS,-,b2385,NC_000913.3
fryC,2506647,2507894,CDS,-,b2386,NC_000913.3
fryB,2507895,2508242,CDS,-,b2387,NC_000913.3
5'fryB,2508243,2508420,5'UTR,-,b2387,NC_000913.3
3'glk,2508421,2508460,3'UTR,-,b2388,NC_000913.3
glk,2508461,2509426,CDS,-,b2388,NC_000913.3
5'glk,2509427,2509527,5'UTR,-,b2388,NC_000913.3
5'yfeO,2509528,2509629,5'UTR,+,b2389,NC_000913.3
yfeO,2509630,2510886,CDS,+,b2389,NC_000913.3
3'yfeO,2510887,2510926,3'UTR,+,b2389,NC_000913.3
5'ypeC,2510927,2511000,5'UTR,+,b2390,NC_000913.3
ypeC,2511001,2511327,CDS,+,b2390,NC_000913.3
3'ypeC,2511328,2511397,3'UTR,+,b2390,NC_000913.3
3'mntH,2511398,2511467,3'UTR,-,b2392,NC_000913.3
mntH,2511468,2512706,CDS,-,b2392,NC_000913.3
ypeD,2512687,2512776,CDS,-,b4819,NC_000913.3
5'ypeD,2512777,2512908,5'UTR,-,b4819,NC_000913.3
5'nupC,2512909,2513041,5'UTR,+,b2393,NC_000913.3
nupC,2513042,2514244,CDS,+,b2393,NC_000913.3
3'nupC,2514245,2514284,3'UTR,+,b2393,NC_000913.3
5'insL3,2514285,2514330,5'UTR,+,b2394,NC_000913.3
insL3,2514331,2515443,CDS,+,b2394,NC_000913.3
3'insL3,2515444,2515542,3'UTR,+,b2394,NC_000913.3
3'pdeA,2515543,2515642,3'UTR,-,b2395,NC_000913.3
pdeA,2515643,2517832,CDS,-,b2395,NC_000913.3
5'pdeA,2517833,2517990,5'UTR,-,b2395,NC_000913.3
3'alaX,2517991,2518030,tRNA,-,b2396,NC_000913.3
alaX,2518031,2518145,tRNA,-,b2396,NC_000913.3
alaW,2518146,2518241,tRNA,-,b2397,NC_000913.3
5'alaW,2518242,2518353,tRNA,-,b2397,NC_000913.3
5'yfeC,2518354,2518466,5'UTR,+,b2398,NC_000913.3
yfeC,2518467,2518812,CDS,+,b2398,NC_000913.3
yfeD,2518813,2519205,CDS,+,b2399,NC_000913.3
3'yfeD,2519206,2519230,3'UTR,+,b2399,NC_000913.3
3'gltX,2519231,2519256,3'UTR,-,b2400,NC_000913.3
gltX,2519257,2520672,CDS,-,b2400,NC_000913.3
5'gltX,2520673,2520796,5'UTR,-,b2400,NC_000913.3
5'valU,2520797,2520920,tRNA,+,b2401,NC_000913.3
valU,2520921,2521040,tRNA,+,b2401,NC_000913.3
valX,2521041,2521162,tRNA,+,b2402,NC_000913.3
valY,2521163,2521258,tRNA,+,b2403,NC_000913.3
lysV,2521243,2521338,tRNA,+,b2404,NC_000913.3
3'lysV,2521339,2521465,tRNA,+,b2404,NC_000913.3
3'xapR,2521466,2521592,3'UTR,-,b2405,NC_000913.3
xapR,2521593,2522477,CDS,-,b2405,NC_000913.3
5'xapR,2522478,2522688,5'UTR,-,b2405,NC_000913.3
3'xapB,2522689,2522728,3'UTR,-,b2406,NC_000913.3
xapB,2522729,2523985,CDS,-,b2406,NC_000913.3
5'xapB,2523986,2524015,5'UTR,-,b2406,NC_000913.3
3'xapA,2524016,2524044,3'UTR,-,b2407,NC_000913.3
xapA,2524045,2524878,CDS,-,b2407,NC_000913.3
5'xapA,2524879,2525002,5'UTR,-,b2407,NC_000913.3
5'yfeN,2525003,2525126,5'UTR,+,b2408,NC_000913.3
yfeN,2525127,2525929,CDS,+,b2408,NC_000913.3
yfeR,2525930,2526856,CDS,-,b2409,NC_000913.3
5'yfeR,2526857,2526900,5'UTR,-,b2409,NC_000913.3
5'yfeH,2526901,2526945,5'UTR,+,b2410,NC_000913.3
yfeH,2526946,2527944,CDS,+,b2410,NC_000913.3
ypeB,2527941,2528160,CDS,-,b4546,NC_000913.3
ligA,2528161,2530176,CDS,-,b2411,NC_000913.3
5'ligA,2530177,2530211,5'UTR,-,b2411,NC_000913.3
3'zipA,2530212,2530246,3'UTR,-,b2412,NC_000913.3
zipA,2530247,2531233,CDS,-,b2412,NC_000913.3
5'zipA,2531234,2531347,5'UTR,-,b2412,NC_000913.3
5'cysZ,2531348,2531462,5'UTR,+,b2413,NC_000913.3
cysZ,2531463,2532224,CDS,+,b2413,NC_000913.3
3'cysZ,2532225,2532264,3'UTR,+,b2413,NC_000913.3
5'cysK,2532265,2532408,5'UTR,+,b2414,NC_000913.3
cysK,2532409,2533380,CDS,+,b2414,NC_000913.3
3'cysK,2533381,2533420,3'UTR,+,b2414,NC_000913.3
5'ptsH,2533421,2533763,5'UTR,+,b2415,NC_000913.3
ptsH,2533764,2534021,CDS,+,b2415,NC_000913.3
3'ptsH,2534022,2534043,3'UTR,+,b2415,NC_000913.3
5'ptsI,2534044,2534065,5'UTR,+,b2416,NC_000913.3
ptsI,2534066,2535793,CDS,+,b2416,NC_000913.3
3'ptsI,2535794,2535813,3'UTR,+,b2416,NC_000913.3
5'crr,2535814,2535833,5'UTR,+,b2417,NC_000913.3
crr,2535834,2536343,CDS,+,b2417,NC_000913.3
3'crr,2536344,2536364,3'UTR,+,b2417,NC_000913.3
3'pdxK,2536365,2536385,3'UTR,-,b2418,NC_000913.3
pdxK,2536386,2537237,CDS,-,b2418,NC_000913.3
5'pdxK,2537238,2537289,5'UTR,-,b2418,NC_000913.3
5'yfeK,2537290,2537341,5'UTR,+,b2419,NC_000913.3
yfeK,2537342,2537748,CDS,+,b2419,NC_000913.3
yfeS,2537749,2538483,CDS,+,b2420,NC_000913.3
3'yfeS,2538484,2538577,3'UTR,+,b2420,NC_000913.3
3'cysM,2538578,2538671,3'UTR,-,b2421,NC_000913.3
cysM,2538672,2539583,CDS,-,b2421,NC_000913.3
5'cysM,2539584,2539676,5'UTR,-,b2421,NC_000913.3
3'cysA,2539677,2539716,3'UTR,-,b2422,NC_000913.3
cysA,2539717,2540814,CDS,-,b2422,NC_000913.3
cysW,2540804,2541679,CDS,-,b2423,NC_000913.3
cysU,2541679,2542512,CDS,-,b2424,NC_000913.3
cysP,2542512,2543528,CDS,-,b2425,NC_000913.3
5'cysP,2543529,2543791,5'UTR,-,b2425,NC_000913.3
3'ucpA,2543792,2543831,3'UTR,-,b2426,NC_000913.3
ucpA,2543832,2544623,CDS,-,b2426,NC_000913.3
5'ucpA,2544624,2544711,5'UTR,-,b2426,NC_000913.3
3'murR,2544712,2544751,3'UTR,-,b2427,NC_000913.3
murR,2544752,2545609,CDS,-,b2427,NC_000913.3
5'murR,2545610,2545690,5'UTR,-,b2427,NC_000913.3
5'murQ,2545691,2545772,5'UTR,+,b2428,NC_000913.3
murQ,2545773,2546672,CDS,+,b2428,NC_000913.3
murP,2546673,2548097,CDS,+,b2429,NC_000913.3
yfeW,2548098,2549406,CDS,+,b2430,NC_000913.3
3'yfeW,2549407,2549525,3'UTR,+,b2430,NC_000913.3
3'yfeX,2549526,2549645,3'UTR,-,b2431,NC_000913.3
yfeX,2549646,2550545,CDS,-,b2431,NC_000913.3
5'yfeX,2550546,2550600,5'UTR,-,b2431,NC_000913.3
3'yfeY,2550601,2550640,3'UTR,-,b2432,NC_000913.3
yfeY,2550641,2551216,CDS,-,b2432,NC_000913.3
5'yfeY,2551217,2551246,5'UTR,-,b2432,NC_000913.3
3'yfeZ,2551247,2551276,3'UTR,-,b2433,NC_000913.3
yfeZ,2551277,2551726,CDS,-,b2433,NC_000913.3
ypeA,2551713,2552138,CDS,-,b2434,NC_000913.3
5'ypeA,2552139,2552244,5'UTR,-,b2434,NC_000913.3
5'amiA,2552245,2552351,5'UTR,+,b2435,NC_000913.3
amiA,2552352,2553224,CDS,+,b2435,NC_000913.3
hemF,2553225,2554129,CDS,+,b2436,NC_000913.3
eutR,2554130,2555182,CDS,-,b2437,NC_000913.3
5'eutR,2555183,2555205,5'UTR,-,b2437,NC_000913.3
3'eutK,2555206,2555227,3'UTR,-,b2438,NC_000913.3
eutK,2555228,2555740,CDS,-,b2438,NC_000913.3
eutL,2555741,2556409,CDS,-,b2439,NC_000913.3
eutC,2556410,2557317,CDS,-,b2440,NC_000913.3
eutB,2557318,2558679,CDS,-,b2441,NC_000913.3
5'eutB,2558680,2558768,5'UTR,-,b2441,NC_000913.3
5'intZ,2558769,2558857,5'UTR,+,b2442,NC_000913.3
intZ,2558858,2560066,CDS,+,b2442,NC_000913.3
3'intZ,2560067,2560106,3'UTR,+,b2442,NC_000913.3
5'yffL,2560107,2560256,5'UTR,+,b2443,NC_000913.3
yffL,2560257,2560898,CDS,+,b2443,NC_000913.3
3'yffL,2560899,2560938,3'UTR,+,b2443,NC_000913.3
5'yffM,2560939,2561367,5'UTR,+,b2444,NC_000913.3
yffM,2561368,2561624,CDS,+,b2444,NC_000913.3
yffN,2561625,2561993,CDS,+,b2445,NC_000913.3
3'yffN,2561994,2562033,3'UTR,+,b2445,NC_000913.3
5'yffO,2562034,2562110,5'UTR,+,b2446,NC_000913.3
yffO,2562111,2562527,CDS,+,b2446,NC_000913.3
yffP,2562524,2563117,CDS,+,b2447,NC_000913.3
3'yffP,2563118,2563157,3'UTR,+,b2447,NC_000913.3
5'yffQ,2563158,2563591,5'UTR,+,b2448,NC_000913.3
yffQ,2563592,2563979,CDS,+,b2448,NC_000913.3
yffR,2563980,2564372,CDS,+,b2449,NC_000913.3
3'yffR,2564373,2564412,3'UTR,+,b2449,NC_000913.3
5'yffS,2564413,2564522,5'UTR,+,b2450,NC_000913.3
yffS,2564523,2565332,CDS,+,b2450,NC_000913.3
3'yffS,2565333,2565406,3'UTR,+,b2450,NC_000913.3
3'eutA,2565407,2565480,3'UTR,-,b2451,NC_000913.3
eutA,2565481,2566884,CDS,-,b2451,NC_000913.3
eutH,2566881,2568107,CDS,-,b2452,NC_000913.3
5'eutH,2568108,2568283,5'UTR,-,b2452,NC_000913.3
3'eutG,2568284,2568323,3'UTR,-,b2453,NC_000913.3
eutG,2568324,2569511,CDS,-,b2453,NC_000913.3
eutJ,2569501,2570347,CDS,-,b2454,NC_000913.3
eutE,2570348,2571751,CDS,-,b2455,NC_000913.3
eutN,2571752,2572050,CDS,-,b2456,NC_000913.3
5'eutN,2572051,2572116,5'UTR,-,b2456,NC_000913.3
