gene_name,start,end,feature_type,strand,locus_tag,chromosome
5'yqiG,2516404,2516439,5'UTR,+,BSU_24210,NC_000964.3
yqiG,2516440,2517558,CDS,+,BSU_24210,NC_000964.3
3'yqiG,2517559,2517790,3'UTR,+,BSU_24210,NC_000964.3
3'spo0A,2517791,2518022,3'UTR,-,BSU_24220,NC_000964.3
spo0A,2518023,2518826,CDS,-,BSU_24220,NC_000964.3
5'spo0A,2518827,2519061,5'UTR,-,BSU_24220,NC_000964.3
3'spoIVB,2519062,2519101,3'UTR,-,BSU_24230,NC_000964.3
spoIVB,2519102,2520382,CDS,-,BSU_24230,NC_000964.3
5'spoIVB,2520383,2520516,5'UTR,-,BSU_24230,NC_000964.3
3'recN,2520517,2520556,3'UTR,-,BSU_24240,NC_000964.3
recN,2520557,2522287,CDS,-,BSU_24240,NC_000964.3
argR,2522288,2522773,CDS,-,BSU_24250,NC_000964.3
5'argR,2522774,2522830,5'UTR,-,BSU_24250,NC_000964.3
3'yqxC,2522831,2522870,3'UTR,-,BSU_24260,NC_000964.3
yqxC,2522871,2523716,CDS,-,BSU_24260,NC_000964.3
dxs,2523713,2525614,CDS,-,BSU_24270,NC_000964.3
5'dxs,2525615,2525748,5'UTR,-,BSU_24270,NC_000964.3
3'ispA,2525749,2525788,3'UTR,-,BSU_24280,NC_000964.3
ispA,2525789,2526679,CDS,-,BSU_24280,NC_000964.3
xseB,2526669,2526923,CDS,-,BSU_24290,NC_000964.3
xseA,2526920,2528266,CDS,-,BSU_24300,NC_000964.3
5'xseA,2528267,2528363,5'UTR,-,BSU_24300,NC_000964.3
3'folD,2528364,2528403,3'UTR,-,BSU_24310,NC_000964.3
folD,2528404,2529255,CDS,-,BSU_24310,NC_000964.3
nusB,2529256,2529662,CDS,-,BSU_24320,NC_000964.3
5'nusB,2529663,2529885,5'UTR,-,BSU_24320,NC_000964.3
3'yqhY,2529886,2529925,3'UTR,-,BSU_24330,NC_000964.3
yqhY,2529926,2530353,CDS,-,BSU_24330,NC_000964.3
accC,2530354,2531706,CDS,-,BSU_24340,NC_000964.3
accB,2531707,2532197,CDS,-,BSU_24350,NC_000964.3
5'accB,2532198,2532312,5'UTR,-,BSU_24350,NC_000964.3
3'spoIIIAH,2532313,2532352,3'UTR,-,BSU_24360,NC_000964.3
spoIIIAH,2532353,2533009,CDS,-,BSU_24360,NC_000964.3
spoIIIAG,2533010,2533699,CDS,-,BSU_24370,NC_000964.3
spoIIIAF,2533692,2534325,CDS,-,BSU_24380,NC_000964.3
spoIIIAE,2534326,2535525,CDS,-,BSU_24390,NC_000964.3
spoIIIAD,2535526,2535945,CDS,-,BSU_24400,NC_000964.3
spoIIIAC,2535946,2536180,CDS,-,BSU_24410,NC_000964.3
spoIIIAB,2536181,2536696,CDS,-,BSU_24420,NC_000964.3
spoIIIAA,2536690,2537613,CDS,-,BSU_24430,NC_000964.3
5'spoIIIAA,2537614,2537651,5'UTR,-,BSU_24430,NC_000964.3
3'yqhV,2537652,2537688,3'UTR,-,BSU_24440,NC_000964.3
yqhV,2537689,2537970,CDS,-,BSU_24440,NC_000964.3
5'yqhV,2537971,2538074,5'UTR,-,BSU_24440,NC_000964.3
3'efp,2538075,2538114,3'UTR,-,BSU_24450,NC_000964.3
efp,2538115,2538696,CDS,-,BSU_24450,NC_000964.3
papA,2538697,2539758,CDS,-,BSU_24460,NC_000964.3
yqhS,2539755,2540201,CDS,-,BSU_24470,NC_000964.3
5'yqhS,2540202,2540247,5'UTR,-,BSU_24470,NC_000964.3
3'yqhR,2540248,2540287,3'UTR,-,BSU_24480,NC_000964.3
yqhR,2540288,2540824,CDS,-,BSU_24480,NC_000964.3
5'yqhR,2540825,2540937,5'UTR,-,BSU_24480,NC_000964.3
5'yqhQ,2540938,2541050,5'UTR,+,BSU_24490,NC_000964.3
yqhQ,2541051,2542007,CDS,+,BSU_24490,NC_000964.3
yqhP,2542008,2542442,CDS,+,BSU_24500,NC_000964.3
yqhO,2542439,2543314,CDS,-,BSU_24510,NC_000964.3
5'yqhO,2543315,2543399,5'UTR,-,BSU_24510,NC_000964.3
3'mntR,2543400,2543439,3'UTR,-,BSU_24520,NC_000964.3
mntR,2543440,2543868,CDS,-,BSU_24520,NC_000964.3
5'mntR,2543869,2543927,5'UTR,-,BSU_24520,NC_000964.3
3'lipM,2543928,2543967,3'UTR,-,BSU_24530,NC_000964.3
lipM,2543968,2544804,CDS,-,BSU_24530,NC_000964.3
5'lipM,2544805,2544899,5'UTR,-,BSU_24530,NC_000964.3
5'yqhL,2544900,2544994,5'UTR,+,BSU_24540,NC_000964.3
yqhL,2544995,2545409,CDS,+,BSU_24540,NC_000964.3
gcvPB,2545410,2546876,CDS,-,BSU_24550,NC_000964.3
gcvPA,2546869,2548215,CDS,-,BSU_24560,NC_000964.3
gcvT,2548216,2549333,CDS,-,BSU_24570,NC_000964.3
5'gcvT,2549334,2549365,5'UTR,-,BSU_24570,NC_000964.3
3'swgA,2549366,2549396,3'UTR,-,BSU_misc_RNA_37,NC_000964.3
swgA,2549397,2549616,ncRNA,-,BSU_misc_RNA_37,NC_000964.3
5'swgA,2549617,2549695,5'UTR,-,BSU_misc_RNA_37,NC_000964.3
5'yqhH,2549696,2549774,5'UTR,+,BSU_24580,NC_000964.3
yqhH,2549775,2551448,CDS,+,BSU_24580,NC_000964.3
yqhG,2551449,2552263,CDS,+,BSU_24590,NC_000964.3
3'yqhG,2552264,2552303,3'UTR,+,BSU_24590,NC_000964.3
5'sinI,2552304,2552445,5'UTR,+,BSU_24600,NC_000964.3
sinI,2552446,2552652,CDS,+,BSU_24600,NC_000964.3
sinR,2552653,2552988,CDS,+,BSU_24610,NC_000964.3
3'sinR,2552989,2553034,3'UTR,+,BSU_24610,NC_000964.3
3'tasA,2553035,2553080,3'UTR,-,BSU_24620,NC_000964.3
tasA,2553081,2553866,CDS,-,BSU_24620,NC_000964.3
5'tasA,2553867,2553898,5'UTR,-,BSU_24620,NC_000964.3
3'sipW,2553899,2553929,3'UTR,-,BSU_24630,NC_000964.3
sipW,2553930,2554502,CDS,-,BSU_24630,NC_000964.3
tapA,2554486,2555247,CDS,-,BSU_24640,NC_000964.3
5'tapA,2555248,2555382,5'UTR,-,BSU_24640,NC_000964.3
5'yqzG,2555383,2555518,5'UTR,+,BSU_24650,NC_000964.3
yqzG,2555519,2555845,CDS,+,BSU_24650,NC_000964.3
3'yqzG,2555846,2555865,3'UTR,+,BSU_24650,NC_000964.3
3'spoIIT,2555866,2555886,3'UTR,-,BSU_24660,NC_000964.3
spoIIT,2555887,2556066,CDS,-,BSU_24660,NC_000964.3
5'spoIIT,2556067,2556101,5'UTR,-,BSU_24660,NC_000964.3
3'comGG,2556102,2556136,3'UTR,-,BSU_24670,NC_000964.3
comGG,2556137,2556511,CDS,-,BSU_24670,NC_000964.3
comGF,2556512,2556895,CDS,-,BSU_24680,NC_000964.3
comGE,2556896,2557268,CDS,-,BSU_24690,NC_000964.3
comGD,2557252,2557683,CDS,-,BSU_24700,NC_000964.3
comGC,2557673,2557982,CDS,-,BSU_24710,NC_000964.3
comGB,2557983,2558954,CDS,-,BSU_24720,NC_000964.3
5'comGB,2558955,2558980,5'UTR,-,BSU_24720,NC_000964.3
3'comGA,2558981,2559006,3'UTR,-,BSU_24730,NC_000964.3
comGA,2559007,2560077,CDS,-,BSU_24730,NC_000964.3
5'comGA,2560078,2560448,5'UTR,-,BSU_24730,NC_000964.3
3'yqxL,2560449,2560488,3'UTR,-,BSU_24740,NC_000964.3
yqxL,2560489,2561442,CDS,-,BSU_24740,NC_000964.3
5'yqxL,2561443,2561513,5'UTR,-,BSU_24740,NC_000964.3
5'yqhB,2561514,2561584,5'UTR,+,BSU_24750,NC_000964.3
yqhB,2561585,2562913,CDS,+,BSU_24750,NC_000964.3
3'yqhB,2562914,2562939,3'UTR,+,BSU_24750,NC_000964.3
3'rsbRD,2562940,2562965,3'UTR,-,BSU_24760,NC_000964.3
rsbRD,2562966,2563802,CDS,-,BSU_24760,NC_000964.3
5'rsbRD,2563803,2563840,5'UTR,-,BSU_24760,NC_000964.3
5'trnSL-Gln1,2563841,2563878,tRNA,+,BSU_tRNA_73,NC_000964.3
trnSL-Gln1,2563879,2563969,tRNA,+,BSU_tRNA_73,NC_000964.3
3'trnSL-Gln1,2563970,2563997,tRNA,+,BSU_tRNA_73,NC_000964.3
3'mgsR,2563998,2564025,3'UTR,-,BSU_24770,NC_000964.3
mgsR,2564026,2564406,CDS,-,BSU_24770,NC_000964.3
5'mgsR,2564407,2564521,5'UTR,-,BSU_24770,NC_000964.3
5'yqgY,2564522,2564637,5'UTR,+,BSU_24780,NC_000964.3
yqgY,2564638,2564922,CDS,+,BSU_24780,NC_000964.3
yqgX,2564923,2565558,CDS,-,BSU_24790,NC_000964.3
5'yqgX,2565559,2565636,5'UTR,-,BSU_24790,NC_000964.3
5'yqgW,2565637,2565714,5'UTR,+,BSU_24800,NC_000964.3
yqgW,2565715,2565919,CDS,+,BSU_24800,NC_000964.3
yqgV,2565920,2566236,CDS,-,BSU_24810,NC_000964.3
yqgU,2566237,2567298,CDS,-,BSU_24820,NC_000964.3
5'yqgU,2567299,2567329,5'UTR,-,BSU_24820,NC_000964.3
3'yqgT,2567330,2567359,3'UTR,-,BSU_24830,NC_000964.3
yqgT,2567360,2568490,CDS,-,BSU_24830,NC_000964.3
5'yqgT,2568491,2568532,5'UTR,-,BSU_24830,NC_000964.3
3'ltaSC,2568533,2568572,3'UTR,-,BSU_24840,NC_000964.3
ltaSC,2568573,2570489,CDS,-,BSU_24840,NC_000964.3
5'ltaSC,2570490,2570565,5'UTR,-,BSU_24840,NC_000964.3
3'glcK,2570566,2570605,3'UTR,-,BSU_24850,NC_000964.3
glcK,2570606,2571571,CDS,-,BSU_24850,NC_000964.3
yqgQ,2571572,2571797,CDS,-,BSU_24860,NC_000964.3
5'yqgQ,2571798,2571866,5'UTR,-,BSU_24860,NC_000964.3
3'glpG,2571867,2571906,3'UTR,-,BSU_24870,NC_000964.3
glpG,2571907,2573430,CDS,-,BSU_24870,NC_000964.3
5'glpG,2573431,2573479,5'UTR,-,BSU_24870,NC_000964.3
3'yqgO,2573480,2573519,3'UTR,-,BSU_24880,NC_000964.3
yqgO,2573520,2573693,CDS,-,BSU_24880,NC_000964.3
5'yqgO,2573694,2573726,5'UTR,-,BSU_24880,NC_000964.3
3'folN,2573727,2573759,3'UTR,-,BSU_24890,NC_000964.3
folN,2573760,2574323,CDS,-,BSU_24890,NC_000964.3
5'folN,2574324,2574367,5'UTR,-,BSU_24890,NC_000964.3
3'rpmGA,2574368,2574407,3'UTR,-,BSU_24900,NC_000964.3
rpmGA,2574408,2574557,CDS,-,BSU_24900,NC_000964.3
5'rpmGA,2574558,2574600,5'UTR,-,BSU_24900,NC_000964.3
3'yqgM,2574601,2574640,3'UTR,-,BSU_24910,NC_000964.3
yqgM,2574641,2575720,CDS,-,BSU_24910,NC_000964.3
yqgL,2575717,2576187,CDS,-,BSU_24920,NC_000964.3
5'yqgL,2576188,2576276,5'UTR,-,BSU_24920,NC_000964.3
5'yqzD,2576277,2576366,5'UTR,+,BSU_24930,NC_000964.3
yqzD,2576367,2576720,CDS,+,BSU_24930,NC_000964.3
yqzC,2576717,2577209,CDS,+,BSU_24940,NC_000964.3
pstBB,2577210,2578002,CDS,-,BSU_24950,NC_000964.3
pstBA,2578003,2578832,CDS,-,BSU_24960,NC_000964.3
pstA,2578833,2579717,CDS,-,BSU_24970,NC_000964.3
pstC,2579717,2580646,CDS,-,BSU_24980,NC_000964.3
5'pstC,2580647,2580680,5'UTR,-,BSU_24980,NC_000964.3
3'pstS,2580681,2580714,3'UTR,-,BSU_24990,NC_000964.3
pstS,2580715,2581617,CDS,-,BSU_24990,NC_000964.3
5'pstS,2581618,2581730,5'UTR,-,BSU_24990,NC_000964.3
3'pbpA,2581731,2581770,3'UTR,-,BSU_25000,NC_000964.3
pbpA,2581771,2583921,CDS,-,BSU_25000,NC_000964.3
5'pbpA,2583922,2583994,5'UTR,-,BSU_25000,NC_000964.3
3'yqgE,2583995,2584034,3'UTR,-,BSU_25010,NC_000964.3
yqgE,2584035,2585327,CDS,-,BSU_25010,NC_000964.3
5'yqgE,2585328,2585393,5'UTR,-,BSU_25010,NC_000964.3
3'sodA,2585394,2585433,3'UTR,-,BSU_25020,NC_000964.3
sodA,2585434,2586042,CDS,-,BSU_25020,NC_000964.3
5'sodA,2586043,2586180,5'UTR,-,BSU_25020,NC_000964.3
3'yqgC,2586181,2586220,3'UTR,-,BSU_25030,NC_000964.3
yqgC,2586221,2586703,CDS,-,BSU_25030,NC_000964.3
5'yqgC,2586704,2586757,5'UTR,-,BSU_25030,NC_000964.3
5'yqgB,2586758,2586812,5'UTR,+,BSU_25040,NC_000964.3
yqgB,2586813,2587580,CDS,+,BSU_25040,NC_000964.3
3'yqgB,2587581,2587787,3'UTR,+,BSU_25040,NC_000964.3
3'yqgA,2587788,2587995,3'UTR,-,BSU_25050,NC_000964.3
yqgA,2587996,2588424,CDS,-,BSU_25050,NC_000964.3
5'yqgA,2588425,2588562,5'UTR,-,BSU_25050,NC_000964.3
5'yqfZ,2588563,2588700,5'UTR,+,BSU_25060,NC_000964.3
yqfZ,2588701,2589000,CDS,+,BSU_25060,NC_000964.3
3'yqfZ,2589001,2589040,3'UTR,+,BSU_25060,NC_000964.3
5'ispG,2589041,2589122,5'UTR,+,BSU_25070,NC_000964.3
ispG,2589123,2590256,CDS,+,BSU_25070,NC_000964.3
yqfX,2590257,2590671,CDS,-,BSU_25080,NC_000964.3
5'yqfX,2590672,2590737,5'UTR,-,BSU_25080,NC_000964.3
5'yqfW,2590738,2590803,5'UTR,+,BSU_25090,NC_000964.3
yqfW,2590804,2591385,CDS,+,BSU_25090,NC_000964.3
3'yqfW,2591386,2591406,3'UTR,+,BSU_25090,NC_000964.3
3'zur,2591407,2591427,3'UTR,-,BSU_25100,NC_000964.3
zur,2591428,2591865,CDS,-,BSU_25100,NC_000964.3
5'zur,2591866,2591962,5'UTR,-,BSU_25100,NC_000964.3
3'yqfU,2591963,2592002,3'UTR,-,BSU_25110,NC_000964.3
yqfU,2592003,2592884,CDS,-,BSU_25110,NC_000964.3
5'yqfU,2592885,2592941,5'UTR,-,BSU_25110,NC_000964.3
5'yqfT,2592942,2592999,5'UTR,+,BSU_25120,NC_000964.3
yqfT,2593000,2593280,CDS,+,BSU_25120,NC_000964.3
nfo,2593281,2594183,CDS,-,BSU_25130,NC_000964.3
cshB,2594184,2595500,CDS,-,BSU_25140,NC_000964.3
5'cshB,2595501,2595584,5'UTR,-,BSU_25140,NC_000964.3
5'yqfQ,2595585,2595668,5'UTR,+,BSU_25150,NC_000964.3
yqfQ,2595669,2596412,CDS,+,BSU_25150,NC_000964.3
3'yqfQ,2596413,2596452,3'UTR,+,BSU_25150,NC_000964.3
5'ispH,2596453,2596534,5'UTR,+,BSU_25160,NC_000964.3
ispH,2596535,2597501,CDS,+,BSU_25160,NC_000964.3
yqfO,2597502,2598623,CDS,-,BSU_25170,NC_000964.3
trmK,2598616,2599266,CDS,-,BSU_25180,NC_000964.3
5'trmK,2599267,2599482,5'UTR,-,BSU_25180,NC_000964.3
3'cccA,2599483,2599522,3'UTR,-,BSU_25190,NC_000964.3
cccA,2599523,2599885,CDS,-,BSU_25190,NC_000964.3
5'cccA,2599886,2600173,5'UTR,-,BSU_25190,NC_000964.3
3'sigA,2600174,2600213,3'UTR,-,BSU_25200,NC_000964.3
sigA,2600214,2601329,CDS,-,BSU_25200,NC_000964.3
5'sigA,2601330,2601487,5'UTR,-,BSU_25200,NC_000964.3
3'dnaG,2601488,2601527,3'UTR,-,BSU_25210,NC_000964.3
dnaG,2601528,2603339,CDS,-,BSU_25210,NC_000964.3
antE,2602979,2603275,CDS,+,BSU_25220,NC_000964.3
3'antE,2603276,2603323,3'UTR,+,BSU_25220,NC_000964.3
3'yqxD,2603324,2603372,3'UTR,-,BSU_25230,NC_000964.3
yqxD,2603373,2603867,CDS,-,BSU_25230,NC_000964.3
5'yqxD,2603868,2604080,5'UTR,-,BSU_25230,NC_000964.3
3'ppsR,2604081,2604120,3'UTR,-,BSU_25240,NC_000964.3
ppsR,2604121,2604933,CDS,-,BSU_25240,NC_000964.3
ccpN,2604934,2605597,CDS,-,BSU_25250,NC_000964.3
5'ccpN,2605598,2605689,5'UTR,-,BSU_25250,NC_000964.3
3'glyS,2605690,2605729,3'UTR,-,BSU_25260,NC_000964.3
glyS,2605730,2607769,CDS,-,BSU_25260,NC_000964.3
glyQ,2607762,2608649,CDS,-,BSU_25270,NC_000964.3
5'glyQ,2608650,2608685,5'UTR,-,BSU_25270,NC_000964.3
3'tboG,2608686,2608721,3'UTR,-,BSU_misc_RNA_39,NC_000964.3
tboG,2608722,2608945,ncRNA,-,BSU_misc_RNA_39,NC_000964.3
recO,2608946,2609713,CDS,-,BSU_25280,NC_000964.3
yqzL,2609714,2609893,CDS,-,BSU_25289,NC_000964.3
5'yqzL,2609894,2610000,5'UTR,-,BSU_25289,NC_000964.3
3'era,2610001,2610040,3'UTR,-,BSU_25290,NC_000964.3
era,2610041,2610946,CDS,-,BSU_25290,NC_000964.3
cdd,2610927,2611337,CDS,-,BSU_25300,NC_000964.3
5'cdd,2611338,2611415,5'UTR,-,BSU_25300,NC_000964.3
3'unpK,2611416,2611455,3'UTR,-,BSU_25310,NC_000964.3
unpK,2611456,2611827,CDS,-,BSU_25310,NC_000964.3
rnrY,2611808,2612281,CDS,-,BSU_25320,NC_000964.3
pgpH,2612282,2614417,CDS,-,BSU_25330,NC_000964.3
5'pgpH,2614418,2614456,5'UTR,-,BSU_25330,NC_000964.3
3'phoH,2614457,2614495,3'UTR,-,BSU_25340,NC_000964.3
phoH,2614496,2615455,CDS,-,BSU_25340,NC_000964.3
yqfD,2615452,2616648,CDS,-,BSU_25350,NC_000964.3
yqfC,2616649,2616948,CDS,-,BSU_25360,NC_000964.3
5'yqfC,2616949,2616976,5'UTR,-,BSU_25360,NC_000964.3
3'yqfB,2616977,2617004,3'UTR,-,BSU_25370,NC_000964.3
yqfB,2617005,2617448,CDS,-,BSU_25370,NC_000964.3
floA,2617449,2618465,CDS,-,BSU_25380,NC_000964.3
nfeDA,2618466,2619779,CDS,-,BSU_25390,NC_000964.3
5'nfeDA,2619780,2619869,5'UTR,-,BSU_25390,NC_000964.3
3'yqeY,2619870,2619909,3'UTR,-,BSU_25400,NC_000964.3
yqeY,2619910,2620356,CDS,-,BSU_25400,NC_000964.3
rpsU,2620357,2620544,CDS,-,BSU_25410,NC_000964.3
5'rpsU,2620545,2620630,5'UTR,-,BSU_25410,NC_000964.3
5'yqeW,2620631,2620716,5'UTR,+,BSU_25420,NC_000964.3
yqeW,2620717,2621676,CDS,+,BSU_25420,NC_000964.3
mtaB,2621677,2623032,CDS,-,BSU_25430,NC_000964.3
rsmE,2623032,2623824,CDS,-,BSU_25440,NC_000964.3
prmA,2623825,2624784,CDS,-,BSU_25450,NC_000964.3
dnaJ,2624785,2625912,CDS,-,BSU_25460,NC_000964.3
surC,2625913,2626052,ncRNA,+,BSU_misc_RNA_79,NC_000964.3
3'surC,2626053,2626081,3'UTR,+,BSU_misc_RNA_79,NC_000964.3
3'dnaK,2626082,2626111,3'UTR,-,BSU_25470,NC_000964.3
dnaK,2626112,2627947,CDS,-,BSU_25470,NC_000964.3
grpE,2627948,2628534,CDS,-,BSU_25480,NC_000964.3
5'grpE,2628535,2628570,5'UTR,-,BSU_25480,NC_000964.3
3'hrcA,2628571,2628605,3'UTR,-,BSU_25490,NC_000964.3
hrcA,2628606,2629637,CDS,-,BSU_25490,NC_000964.3
5'hrcA,2629638,2629677,5'UTR,-,BSU_25490,NC_000964.3
3'hemN,2629678,2629717,3'UTR,-,BSU_25500,NC_000964.3
hemN,2629718,2630857,CDS,-,BSU_25500,NC_000964.3
5'hemN,2630858,2630883,5'UTR,-,BSU_25500,NC_000964.3
3'lepA,2630884,2630909,3'UTR,-,BSU_25510,NC_000964.3
lepA,2630910,2632748,CDS,-,BSU_25510,NC_000964.3
5'lepA,2632749,2632841,5'UTR,-,BSU_25510,NC_000964.3
3'yqxA,2632842,2632881,3'UTR,-,BSU_25520,NC_000964.3
yqxA,2632882,2633236,CDS,-,BSU_25520,NC_000964.3
spoIIP,2633237,2634442,CDS,-,BSU_25530,NC_000964.3
5'spoIIP,2634443,2634473,5'UTR,-,BSU_25530,NC_000964.3
3'gpr,2634474,2634504,3'UTR,-,BSU_25540,NC_000964.3
gpr,2634505,2635611,CDS,-,BSU_25540,NC_000964.3
5'gpr,2635612,2635712,5'UTR,-,BSU_25540,NC_000964.3
5'rpsT,2635713,2635814,5'UTR,+,BSU_25550,NC_000964.3
rpsT,2635815,2636095,CDS,+,BSU_25550,NC_000964.3
holA,2636096,2637139,CDS,-,BSU_25560,NC_000964.3
BSU_25565,2637140,2637328,CDS,-,BSU_25565,NC_000964.3
5'BSU_25565,2637329,2637348,5'UTR,-,BSU_25565,NC_000964.3
5'yqzM,2637349,2637368,5'UTR,+,BSU_25569,NC_000964.3
yqzM,2637369,2637542,CDS,+,BSU_25569,NC_000964.3
comEC,2637543,2639873,CDS,-,BSU_25570,NC_000964.3
comEB,2639874,2640446,CDS,-,BSU_25580,NC_000964.3
5'comEB,2640447,2640479,5'UTR,-,BSU_25580,NC_000964.3
3'comEA,2640480,2640512,3'UTR,-,BSU_25590,NC_000964.3
comEA,2640513,2641130,CDS,-,BSU_25590,NC_000964.3
5'comEA,2641131,2641171,5'UTR,-,BSU_25590,NC_000964.3
5'comER,2641172,2641213,5'UTR,+,BSU_25600,NC_000964.3
comER,2641214,2642035,CDS,+,BSU_25600,NC_000964.3
3'comER,2642036,2642067,3'UTR,+,BSU_25600,NC_000964.3
3'yqeM,2642068,2642100,3'UTR,-,BSU_25610,NC_000964.3
yqeM,2642101,2642844,CDS,-,BSU_25610,NC_000964.3
rsfS,2642841,2643214,CDS,-,BSU_25620,NC_000964.3
yqeK,2643215,2643775,CDS,-,BSU_25630,NC_000964.3
nadD,2643765,2644334,CDS,-,BSU_25640,NC_000964.3
yqeI,2644335,2644636,CDS,-,BSU_25650,NC_000964.3
aroE,2644630,2645489,CDS,-,BSU_25660,NC_000964.3
rgpH,2645490,2646590,CDS,-,BSU_25670,NC_000964.3
yqeG,2646591,2647112,CDS,-,BSU_25680,NC_000964.3
5'yqeG,2647113,2647354,5'UTR,-,BSU_25680,NC_000964.3
3'sdaM,2647355,2647394,3'UTR,-,BSU_misc_RNA_80,NC_000964.3
sdaM,2647395,2647673,ncRNA,-,BSU_misc_RNA_80,NC_000964.3
sda,2647456,2647614,CDS,+,BSU_25690,NC_000964.3
3'sda,2647615,2647766,3'UTR,+,BSU_25690,NC_000964.3
3'yqeF,2647767,2647919,3'UTR,-,BSU_25700,NC_000964.3
yqeF,2647920,2648651,CDS,-,BSU_25700,NC_000964.3
5'yqeF,2648652,2648862,5'UTR,-,BSU_25700,NC_000964.3
3'cwlH,2648863,2648902,3'UTR,-,BSU_25710,NC_000964.3
cwlH,2648903,2649655,CDS,-,BSU_25710,NC_000964.3
5'cwlH,2649656,2649748,5'UTR,-,BSU_25710,NC_000964.3
5'yqeD,2649749,2649841,5'UTR,+,BSU_25720,NC_000964.3
yqeD,2649842,2650486,CDS,+,BSU_25720,NC_000964.3
yqeC,2650487,2651380,CDS,-,BSU_25730,NC_000964.3
5'yqeC,2651381,2651505,5'UTR,-,BSU_25730,NC_000964.3
5'yqeB,2651506,2651631,5'UTR,+,BSU_25740,NC_000964.3
yqeB,2651632,2652354,CDS,+,BSU_25740,NC_000964.3
nucB,2652355,2652797,CDS,-,BSU_25750,NC_000964.3
5'nucB,2652798,2652894,5'UTR,-,BSU_25750,NC_000964.3
5'sigKn,2652895,2652992,5'UTR,+,BSU_25760,NC_000964.3
sigKn,2652993,2653463,pseudogene,+,BSU_25760,NC_000964.3
spoIVCA,2653371,2654873,CDS,-,BSU_25770,NC_000964.3
5'spoIVCA,2654874,2655281,5'UTR,-,BSU_25770,NC_000964.3
3'arsC,2655282,2655321,3'UTR,-,BSU_25780,NC_000964.3
arsC,2655322,2655752,CDS,-,BSU_25780,NC_000964.3
arsB,2655753,2656793,CDS,-,BSU_25790,NC_000964.3
yqcK,2656794,2657256,CDS,-,BSU_25800,NC_000964.3
5'yqcK,2657257,2657286,5'UTR,-,BSU_25800,NC_000964.3
3'arsR,2657287,2657316,3'UTR,-,BSU_25810,NC_000964.3
arsR,2657317,2657634,CDS,-,BSU_25810,NC_000964.3
5'arsR,2657635,2657965,5'UTR,-,BSU_25810,NC_000964.3
3'yqcI,2657966,2658005,3'UTR,-,BSU_25820,NC_000964.3
yqcI,2658006,2658770,CDS,-,BSU_25820,NC_000964.3
5'yqcI,2658771,2658991,5'UTR,-,BSU_25820,NC_000964.3
5'rapE,2658992,2659212,5'UTR,+,BSU_25830,NC_000964.3
rapE,2659213,2660340,CDS,+,BSU_25830,NC_000964.3
phrE,2660330,2660464,CDS,+,BSU_25840,NC_000964.3
3'phrE,2660465,2660504,3'UTR,+,BSU_25840,NC_000964.3
5'yqzI,2660505,2660573,5'UTR,+,BSU_25850,NC_000964.3
yqzI,2660574,2660732,CDS,+,BSU_25850,NC_000964.3
3'yqzI,2660733,2660772,3'UTR,+,BSU_25850,NC_000964.3
5'rttG,2660773,2661101,5'UTR,+,BSU_25860,NC_000964.3
rttG,2661102,2662697,CDS,+,BSU_25860,NC_000964.3
rttF,2662698,2663290,CDS,+,BSU_25870,NC_000964.3
3'rttF,2663291,2663330,3'UTR,+,BSU_25870,NC_000964.3
5'BSU_25875,2663331,2663407,5'UTR,+,BSU_25875,NC_000964.3
BSU_25875,2663408,2663554,CDS,+,BSU_25875,NC_000964.3
yqxJ,2663551,2663928,CDS,-,BSU_25880,NC_000964.3
yqxI,2663929,2664408,CDS,-,BSU_25890,NC_000964.3
5'yqxI,2664409,2664532,5'UTR,-,BSU_25890,NC_000964.3
3'cwlA,2664533,2664572,3'UTR,-,BSU_25900,NC_000964.3
cwlA,2664573,2665391,CDS,-,BSU_25900,NC_000964.3
5'cwlA,2665392,2665413,5'UTR,-,BSU_25900,NC_000964.3
3'yqxH,2665414,2665435,3'UTR,-,BSU_25910,NC_000964.3
yqxH,2665436,2665858,CDS,-,BSU_25910,NC_000964.3
5'yqxH,2665859,2665880,5'UTR,-,BSU_25910,NC_000964.3
3'yqxG,2665881,2665902,3'UTR,-,BSU_25920,NC_000964.3
yqxG,2665903,2666796,CDS,-,BSU_25920,NC_000964.3
5'yqxG,2666797,2666843,5'UTR,-,BSU_25920,NC_000964.3
3'yqcE,2666844,2666883,3'UTR,-,BSU_25930,NC_000964.3
yqcE,2666884,2667048,CDS,-,BSU_25930,NC_000964.3
yqcD,2667045,2667389,CDS,-,BSU_25940,NC_000964.3
yqcC,2667390,2668490,CDS,-,BSU_25950,NC_000964.3
yqcB,2668491,2668765,CDS,-,BSU_25960,NC_000964.3
yqcA,2668762,2669340,CDS,-,BSU_25970,NC_000964.3
yqbT,2669324,2670370,CDS,-,BSU_25980,NC_000964.3
yqbS,2670363,2670788,CDS,-,BSU_25990,NC_000964.3
yqbR,2670789,2671064,CDS,-,BSU_26000,NC_000964.3
yqbQ,2671061,2672041,CDS,-,BSU_26010,NC_000964.3
yqbP,2672042,2672713,CDS,-,BSU_26020,NC_000964.3
yqbO,2672706,2677463,CDS,-,BSU_26030,NC_000964.3
yqbNc,2677464,2677657,pseudogene,-,BSU_26039,NC_000964.3
yqbNn,2677657,2678094,pseudogene,-,BSU_26040,NC_000964.3
5'yqbNn,2678095,2678166,5'UTR,-,BSU_26040,NC_000964.3
