gene_name,start,end,feature_type,strand,locus_tag,chromosome
secG,3290237,3290635,CDS,+,MXAN_RS13660,NC_008095.1
3'secG,3290636,3290675,3'UTR,+,MXAN_RS13660,NC_008095.1
5'MXAN_RS13665,3290676,3290728,tRNA,+,MXAN_RS13665,NC_008095.1
MXAN_RS13665,3290729,3290830,tRNA,+,MXAN_RS13665,NC_008095.1
3'MXAN_RS13665,3290831,3290878,tRNA,+,MXAN_RS13665,NC_008095.1
3'MXAN_RS36755,3290879,3290927,3'UTR,-,MXAN_RS36755,NC_008095.1
MXAN_RS36755,3290928,3291983,pseudogene,-,MXAN_RS36755,NC_008095.1
MXAN_RS36755,3290928,3291983,CDS,-,MXAN_RS36755,NC_008095.1
5'MXAN_RS36755,3291984,3292493,5'UTR,-,MXAN_RS36755,NC_008095.1
5'MXAN_RS13680,3292494,3293004,5'UTR,+,MXAN_RS13680,NC_008095.1
MXAN_RS13680,3293005,3294542,rRNA,+,MXAN_RS13680,NC_008095.1
3'MXAN_RS13680,3294543,3294582,3'UTR,+,MXAN_RS13680,NC_008095.1
5'MXAN_RS13685,3294583,3294744,tRNA,+,MXAN_RS13685,NC_008095.1
MXAN_RS13685,3294745,3294841,tRNA,+,MXAN_RS13685,NC_008095.1
3'MXAN_RS13685,3294842,3294881,tRNA,+,MXAN_RS13685,NC_008095.1
5'MXAN_RS13690,3294882,3295153,5'UTR,+,MXAN_RS13690,NC_008095.1
MXAN_RS13690,3295154,3298116,rRNA,+,MXAN_RS13690,NC_008095.1
3'MXAN_RS13690,3298117,3298156,3'UTR,+,MXAN_RS13690,NC_008095.1
5'rrf,3298157,3298277,5'UTR,+,MXAN_RS13695,NC_008095.1
rrf,3298278,3298394,rRNA,+,MXAN_RS13695,NC_008095.1
3'rrf,3298395,3298432,3'UTR,+,MXAN_RS13695,NC_008095.1
3'MXAN_RS13700,3298433,3298470,3'UTR,-,MXAN_RS13700,NC_008095.1
MXAN_RS13700,3298471,3298635,CDS,-,MXAN_RS13700,NC_008095.1
5'MXAN_RS13700,3298636,3298827,5'UTR,-,MXAN_RS13700,NC_008095.1
3'MXAN_RS13705,3298828,3298867,3'UTR,-,MXAN_RS13705,NC_008095.1
MXAN_RS13705,3298868,3299329,pseudogene,-,MXAN_RS13705,NC_008095.1
MXAN_RS13705,3298868,3299329,CDS,-,MXAN_RS13705,NC_008095.1
5'MXAN_RS13705,3299330,3299843,5'UTR,-,MXAN_RS13705,NC_008095.1
3'MXAN_RS13710,3299844,3299883,3'UTR,-,MXAN_RS13710,NC_008095.1
MXAN_RS13710,3299884,3300918,CDS,-,MXAN_RS13710,NC_008095.1
MXAN_RS13715,3300919,3301723,CDS,-,MXAN_RS13715,NC_008095.1
MXAN_RS13720,3301720,3302472,CDS,-,MXAN_RS13720,NC_008095.1
5'MXAN_RS13720,3302473,3302565,5'UTR,-,MXAN_RS13720,NC_008095.1
3'MXAN_RS13725,3302566,3302605,3'UTR,-,MXAN_RS13725,NC_008095.1
MXAN_RS13725,3302606,3302986,CDS,-,MXAN_RS13725,NC_008095.1
5'MXAN_RS13725,3302987,3303111,5'UTR,-,MXAN_RS13725,NC_008095.1
5'MXAN_RS13730,3303112,3303237,5'UTR,+,MXAN_RS13730,NC_008095.1
MXAN_RS13730,3303238,3303609,CDS,+,MXAN_RS13730,NC_008095.1
MXAN_RS13735,3303606,3304082,CDS,+,MXAN_RS13735,NC_008095.1
3'MXAN_RS13735,3304083,3304152,3'UTR,+,MXAN_RS13735,NC_008095.1
3'MXAN_RS13740,3304153,3304223,3'UTR,-,MXAN_RS13740,NC_008095.1
MXAN_RS13740,3304224,3305240,CDS,-,MXAN_RS13740,NC_008095.1
5'MXAN_RS13740,3305241,3305588,5'UTR,-,MXAN_RS13740,NC_008095.1
5'MXAN_RS13745,3305589,3305937,5'UTR,+,MXAN_RS13745,NC_008095.1
MXAN_RS13745,3305938,3306322,CDS,+,MXAN_RS13745,NC_008095.1
MXAN_RS13750,3306323,3306925,CDS,-,MXAN_RS13750,NC_008095.1
5'MXAN_RS13750,3306926,3306965,5'UTR,-,MXAN_RS13750,NC_008095.1
3'MXAN_RS13755,3306966,3307004,3'UTR,-,MXAN_RS13755,NC_008095.1
MXAN_RS13755,3307005,3308360,CDS,-,MXAN_RS13755,NC_008095.1
5'MXAN_RS13755,3308361,3308503,5'UTR,-,MXAN_RS13755,NC_008095.1
5'MXAN_RS13760,3308504,3308647,5'UTR,+,MXAN_RS13760,NC_008095.1
MXAN_RS13760,3308648,3310192,CDS,+,MXAN_RS13760,NC_008095.1
MXAN_RS13765,3310193,3311084,CDS,-,MXAN_RS13765,NC_008095.1
5'MXAN_RS13765,3311085,3311138,5'UTR,-,MXAN_RS13765,NC_008095.1
5'MXAN_RS13770,3311139,3311192,5'UTR,+,MXAN_RS13770,NC_008095.1
MXAN_RS13770,3311193,3312830,CDS,+,MXAN_RS13770,NC_008095.1
MXAN_RS13775,3312831,3314300,CDS,+,MXAN_RS13775,NC_008095.1
3'MXAN_RS13775,3314301,3314414,3'UTR,+,MXAN_RS13775,NC_008095.1
3'MXAN_RS39095,3314415,3314528,3'UTR,-,MXAN_RS39095,NC_008095.1
MXAN_RS39095,3314529,3314654,CDS,-,MXAN_RS39095,NC_008095.1
5'MXAN_RS39095,3314655,3314749,5'UTR,-,MXAN_RS39095,NC_008095.1
5'MXAN_RS13780,3314750,3314844,5'UTR,+,MXAN_RS13780,NC_008095.1
MXAN_RS13780,3314845,3315504,CDS,+,MXAN_RS13780,NC_008095.1
MXAN_RS13785,3315505,3316839,CDS,+,MXAN_RS13785,NC_008095.1
3'MXAN_RS13785,3316840,3316879,3'UTR,+,MXAN_RS13785,NC_008095.1
5'MXAN_RS13790,3316880,3316980,5'UTR,+,MXAN_RS13790,NC_008095.1
MXAN_RS13790,3316981,3318159,CDS,+,MXAN_RS13790,NC_008095.1
3'MXAN_RS13790,3318160,3318202,3'UTR,+,MXAN_RS13790,NC_008095.1
3'MXAN_RS13795,3318203,3318245,3'UTR,-,MXAN_RS13795,NC_008095.1
MXAN_RS13795,3318246,3318941,CDS,-,MXAN_RS13795,NC_008095.1
5'MXAN_RS13795,3318942,3319036,5'UTR,-,MXAN_RS13795,NC_008095.1
3'MXAN_RS13800,3319037,3319076,3'UTR,-,MXAN_RS13800,NC_008095.1
MXAN_RS13800,3319077,3319964,CDS,-,MXAN_RS13800,NC_008095.1
5'MXAN_RS13800,3319965,3320035,5'UTR,-,MXAN_RS13800,NC_008095.1
3'MXAN_RS38150,3320036,3320075,3'UTR,-,MXAN_RS38150,NC_008095.1
MXAN_RS38150,3320076,3321890,CDS,-,MXAN_RS38150,NC_008095.1
5'MXAN_RS38150,3321891,3321996,5'UTR,-,MXAN_RS38150,NC_008095.1
5'MXAN_RS13810,3321997,3322103,5'UTR,+,MXAN_RS13810,NC_008095.1
MXAN_RS13810,3322104,3323225,CDS,+,MXAN_RS13810,NC_008095.1
3'MXAN_RS13810,3323226,3323251,3'UTR,+,MXAN_RS13810,NC_008095.1
3'MXAN_RS13815,3323252,3323278,3'UTR,-,MXAN_RS13815,NC_008095.1
MXAN_RS13815,3323279,3324733,CDS,-,MXAN_RS13815,NC_008095.1
5'MXAN_RS13815,3324734,3324780,5'UTR,-,MXAN_RS13815,NC_008095.1
3'MXAN_RS13820,3324781,3324820,3'UTR,-,MXAN_RS13820,NC_008095.1
MXAN_RS13820,3324821,3327022,CDS,-,MXAN_RS13820,NC_008095.1
MXAN_RS13825,3327019,3327234,CDS,-,MXAN_RS13825,NC_008095.1
5'MXAN_RS13825,3327235,3327268,5'UTR,-,MXAN_RS13825,NC_008095.1
3'MXAN_RS13830,3327269,3327302,3'UTR,-,MXAN_RS13830,NC_008095.1
MXAN_RS13830,3327303,3327543,CDS,-,MXAN_RS13830,NC_008095.1
MXAN_RS13835,3327544,3327759,CDS,-,MXAN_RS13835,NC_008095.1
MXAN_RS13840,3327756,3331079,CDS,-,MXAN_RS13840,NC_008095.1
5'MXAN_RS13840,3331080,3331142,5'UTR,-,MXAN_RS13840,NC_008095.1
5'MXAN_RS38155,3331143,3331205,5'UTR,+,MXAN_RS38155,NC_008095.1
MXAN_RS38155,3331206,3331382,CDS,+,MXAN_RS38155,NC_008095.1
3'MXAN_RS38155,3331383,3331422,3'UTR,+,MXAN_RS38155,NC_008095.1
5'MXAN_RS13845,3331423,3331473,5'UTR,+,MXAN_RS13845,NC_008095.1
MXAN_RS13845,3331474,3334425,CDS,+,MXAN_RS13845,NC_008095.1
MXAN_RS13850,3334422,3336242,CDS,+,MXAN_RS13850,NC_008095.1
MXAN_RS13855,3336243,3337515,CDS,-,MXAN_RS13855,NC_008095.1
5'MXAN_RS13855,3337516,3337571,5'UTR,-,MXAN_RS13855,NC_008095.1
5'MXAN_RS13860,3337572,3337627,5'UTR,+,MXAN_RS13860,NC_008095.1
MXAN_RS13860,3337628,3339295,CDS,+,MXAN_RS13860,NC_008095.1
3'MXAN_RS13860,3339296,3339335,3'UTR,+,MXAN_RS13860,NC_008095.1
5'MXAN_RS13865,3339336,3339523,5'UTR,+,MXAN_RS13865,NC_008095.1
MXAN_RS13865,3339524,3340540,CDS,+,MXAN_RS13865,NC_008095.1
MXAN_RS13870,3340541,3341674,CDS,-,MXAN_RS13870,NC_008095.1
5'MXAN_RS13870,3341675,3341714,5'UTR,-,MXAN_RS13870,NC_008095.1
3'MXAN_RS13875,3341715,3341753,3'UTR,-,MXAN_RS13875,NC_008095.1
MXAN_RS13875,3341754,3342932,CDS,-,MXAN_RS13875,NC_008095.1
MXAN_RS13880,3342933,3343840,CDS,-,MXAN_RS13880,NC_008095.1
MXAN_RS13885,3343841,3344911,CDS,-,MXAN_RS13885,NC_008095.1
MXAN_RS13890,3344912,3346216,CDS,-,MXAN_RS13890,NC_008095.1
5'MXAN_RS13890,3346217,3346298,5'UTR,-,MXAN_RS13890,NC_008095.1
5'MXAN_RS13895,3346299,3346380,5'UTR,+,MXAN_RS13895,NC_008095.1
MXAN_RS13895,3346381,3347002,CDS,+,MXAN_RS13895,NC_008095.1
MXAN_RS13900,3347003,3349087,CDS,-,MXAN_RS13900,NC_008095.1
5'MXAN_RS13900,3349088,3349142,5'UTR,-,MXAN_RS13900,NC_008095.1
3'MXAN_RS13905,3349143,3349182,3'UTR,-,MXAN_RS13905,NC_008095.1
MXAN_RS13905,3349183,3349695,CDS,-,MXAN_RS13905,NC_008095.1
5'MXAN_RS13905,3349696,3349779,5'UTR,-,MXAN_RS13905,NC_008095.1
5'MXAN_RS13910,3349780,3349864,5'UTR,+,MXAN_RS13910,NC_008095.1
MXAN_RS13910,3349865,3351679,CDS,+,MXAN_RS13910,NC_008095.1
MXAN_RS13915,3351680,3353337,CDS,+,MXAN_RS13915,NC_008095.1
MXAN_RS13920,3353338,3353684,CDS,-,MXAN_RS13920,NC_008095.1
5'MXAN_RS13920,3353685,3353836,5'UTR,-,MXAN_RS13920,NC_008095.1
5'MXAN_RS13925,3353837,3353988,5'UTR,+,MXAN_RS13925,NC_008095.1
MXAN_RS13925,3353989,3355182,CDS,+,MXAN_RS13925,NC_008095.1
3'MXAN_RS13925,3355183,3355225,3'UTR,+,MXAN_RS13925,NC_008095.1
3'MXAN_RS13930,3355226,3355268,3'UTR,-,MXAN_RS13930,NC_008095.1
MXAN_RS13930,3355269,3358841,CDS,-,MXAN_RS13930,NC_008095.1
5'MXAN_RS13930,3358842,3359057,5'UTR,-,MXAN_RS13930,NC_008095.1
3'MXAN_RS13935,3359058,3359097,3'UTR,-,MXAN_RS13935,NC_008095.1
MXAN_RS13935,3359098,3360600,CDS,-,MXAN_RS13935,NC_008095.1
5'MXAN_RS13935,3360601,3360632,5'UTR,-,MXAN_RS13935,NC_008095.1
3'MXAN_RS13940,3360633,3360663,3'UTR,-,MXAN_RS13940,NC_008095.1
MXAN_RS13940,3360664,3361227,CDS,-,MXAN_RS13940,NC_008095.1
5'MXAN_RS13940,3361228,3361344,5'UTR,-,MXAN_RS13940,NC_008095.1
5'MXAN_RS13945,3361345,3361462,5'UTR,+,MXAN_RS13945,NC_008095.1
MXAN_RS13945,3361463,3363070,CDS,+,MXAN_RS13945,NC_008095.1
MXAN_RS13950,3363071,3364617,CDS,+,MXAN_RS13950,NC_008095.1
MXAN_RS13955,3364618,3365810,CDS,-,MXAN_RS13955,NC_008095.1
MXAN_RS13960,3365804,3366121,CDS,-,MXAN_RS13960,NC_008095.1
5'MXAN_RS13960,3366122,3366168,5'UTR,-,MXAN_RS13960,NC_008095.1
3'MXAN_RS13965,3366169,3366208,3'UTR,-,MXAN_RS13965,NC_008095.1
MXAN_RS13965,3366209,3367504,CDS,-,MXAN_RS13965,NC_008095.1
5'MXAN_RS13965,3367505,3367751,5'UTR,-,MXAN_RS13965,NC_008095.1
5'MXAN_RS13970,3367752,3367999,5'UTR,+,MXAN_RS13970,NC_008095.1
MXAN_RS13970,3368000,3370270,CDS,+,MXAN_RS13970,NC_008095.1
3'MXAN_RS13970,3370271,3370310,3'UTR,+,MXAN_RS13970,NC_008095.1
5'MXAN_RS13975,3370311,3370364,5'UTR,+,MXAN_RS13975,NC_008095.1
MXAN_RS13975,3370365,3371510,CDS,+,MXAN_RS13975,NC_008095.1
3'MXAN_RS13975,3371511,3371550,3'UTR,+,MXAN_RS13975,NC_008095.1
5'MXAN_RS13980,3371551,3371672,5'UTR,+,MXAN_RS13980,NC_008095.1
MXAN_RS13980,3371673,3372356,CDS,+,MXAN_RS13980,NC_008095.1
MXAN_RS13985,3372347,3373156,CDS,+,MXAN_RS13985,NC_008095.1
MXAN_RS13990,3373153,3374469,CDS,+,MXAN_RS13990,NC_008095.1
MXAN_RS13995,3374466,3375360,CDS,+,MXAN_RS13995,NC_008095.1
MXAN_RS14000,3375361,3376503,CDS,-,MXAN_RS14000,NC_008095.1
MXAN_RS14005,3376504,3377882,CDS,-,MXAN_RS14005,NC_008095.1
MXAN_RS14010,3377883,3379238,CDS,-,MXAN_RS14010,NC_008095.1
5'MXAN_RS14010,3379239,3379263,5'UTR,-,MXAN_RS14010,NC_008095.1
3'MXAN_RS14015,3379264,3379288,3'UTR,-,MXAN_RS14015,NC_008095.1
MXAN_RS14015,3379289,3380788,CDS,-,MXAN_RS14015,NC_008095.1
5'MXAN_RS14015,3380789,3380823,5'UTR,-,MXAN_RS14015,NC_008095.1
3'MXAN_RS37645,3380824,3380857,3'UTR,-,MXAN_RS37645,NC_008095.1
MXAN_RS37645,3380858,3383215,CDS,-,MXAN_RS37645,NC_008095.1
5'MXAN_RS37645,3383216,3383553,5'UTR,-,MXAN_RS37645,NC_008095.1
3'MXAN_RS14020,3383554,3383593,3'UTR,-,MXAN_RS14020,NC_008095.1
MXAN_RS14020,3383594,3384616,CDS,-,MXAN_RS14020,NC_008095.1
MXAN_RS14025,3384613,3387885,CDS,-,MXAN_RS14025,NC_008095.1
MXAN_RS14030,3387885,3388151,CDS,-,MXAN_RS14030,NC_008095.1
MXAN_RS14035,3388144,3390264,CDS,-,MXAN_RS14035,NC_008095.1
MXAN_RS14040,3390261,3390827,CDS,-,MXAN_RS14040,NC_008095.1
MXAN_RS14045,3390824,3391909,CDS,-,MXAN_RS14045,NC_008095.1
MXAN_RS14050,3391906,3392514,CDS,-,MXAN_RS14050,NC_008095.1
5'MXAN_RS14050,3392515,3392619,5'UTR,-,MXAN_RS14050,NC_008095.1
5'MXAN_RS14055,3392620,3392725,5'UTR,+,MXAN_RS14055,NC_008095.1
MXAN_RS14055,3392726,3394516,CDS,+,MXAN_RS14055,NC_008095.1
MXAN_RS14060,3394517,3395867,CDS,-,MXAN_RS14060,NC_008095.1
5'MXAN_RS14060,3395868,3396150,5'UTR,-,MXAN_RS14060,NC_008095.1
5'MXAN_RS14065,3396151,3396433,5'UTR,+,MXAN_RS14065,NC_008095.1
MXAN_RS14065,3396434,3397279,CDS,+,MXAN_RS14065,NC_008095.1
MXAN_RS14070,3397280,3397753,CDS,-,MXAN_RS14070,NC_008095.1
5'MXAN_RS14070,3397754,3397927,5'UTR,-,MXAN_RS14070,NC_008095.1
3'MXAN_RS14075,3397928,3397967,3'UTR,-,MXAN_RS14075,NC_008095.1
MXAN_RS14075,3397968,3400475,CDS,-,MXAN_RS14075,NC_008095.1
5'MXAN_RS14075,3400476,3400548,5'UTR,-,MXAN_RS14075,NC_008095.1
5'MXAN_RS14080,3400549,3400621,5'UTR,+,MXAN_RS14080,NC_008095.1
MXAN_RS14080,3400622,3401266,CDS,+,MXAN_RS14080,NC_008095.1
3'MXAN_RS14080,3401267,3401306,3'UTR,+,MXAN_RS14080,NC_008095.1
5'MXAN_RS14085,3401307,3401422,5'UTR,+,MXAN_RS14085,NC_008095.1
MXAN_RS14085,3401423,3404389,CDS,+,MXAN_RS14085,NC_008095.1
3'MXAN_RS14085,3404390,3404429,3'UTR,+,MXAN_RS14085,NC_008095.1
5'MXAN_RS14090,3404430,3404497,5'UTR,+,MXAN_RS14090,NC_008095.1
MXAN_RS14090,3404498,3404884,CDS,+,MXAN_RS14090,NC_008095.1
3'MXAN_RS14090,3404885,3404924,3'UTR,+,MXAN_RS14090,NC_008095.1
5'MXAN_RS14095,3404925,3405015,5'UTR,+,MXAN_RS14095,NC_008095.1
MXAN_RS14095,3405016,3407375,CDS,+,MXAN_RS14095,NC_008095.1
MXAN_RS14100,3407376,3409751,CDS,+,MXAN_RS14100,NC_008095.1
3'MXAN_RS14100,3409752,3409791,3'UTR,+,MXAN_RS14100,NC_008095.1
5'MXAN_RS14105,3409792,3410058,5'UTR,+,MXAN_RS14105,NC_008095.1
MXAN_RS14105,3410059,3410583,CDS,+,MXAN_RS14105,NC_008095.1
3'MXAN_RS14105,3410584,3410604,3'UTR,+,MXAN_RS14105,NC_008095.1
5'MXAN_RS14110,3410605,3410625,5'UTR,+,MXAN_RS14110,NC_008095.1
MXAN_RS14110,3410626,3411117,CDS,+,MXAN_RS14110,NC_008095.1
3'MXAN_RS14110,3411118,3411157,3'UTR,+,MXAN_RS14110,NC_008095.1
5'purH,3411158,3411222,5'UTR,+,MXAN_RS14115,NC_008095.1
purH,3411223,3412770,CDS,+,MXAN_RS14115,NC_008095.1
MXAN_RS14120,3412771,3415611,CDS,+,MXAN_RS14120,NC_008095.1
purD,3415612,3416878,CDS,+,MXAN_RS14125,NC_008095.1
MXAN_RS14130,3416875,3417987,CDS,+,MXAN_RS14130,NC_008095.1
MXAN_RS14135,3417984,3419100,CDS,+,MXAN_RS14135,NC_008095.1
waaL,3419101,3420426,CDS,+,MXAN_RS14140,NC_008095.1
MXAN_RS14145,3420423,3421556,CDS,-,MXAN_RS14145,NC_008095.1
5'MXAN_RS14145,3421557,3421599,5'UTR,-,MXAN_RS14145,NC_008095.1
5'MXAN_RS14150,3421600,3421642,5'UTR,+,MXAN_RS14150,NC_008095.1
MXAN_RS14150,3421643,3422788,CDS,+,MXAN_RS14150,NC_008095.1
3'MXAN_RS14150,3422789,3422828,3'UTR,+,MXAN_RS14150,NC_008095.1
5'wbaP,3422829,3423006,5'UTR,+,MXAN_RS14155,NC_008095.1
wbaP,3423007,3424401,CDS,+,MXAN_RS14155,NC_008095.1
3'wbaP,3424402,3424435,3'UTR,+,MXAN_RS14155,NC_008095.1
3'MXAN_RS14160,3424436,3424469,3'UTR,-,MXAN_RS14160,NC_008095.1
MXAN_RS14160,3424470,3426407,CDS,-,MXAN_RS14160,NC_008095.1
5'MXAN_RS14160,3426408,3426637,5'UTR,-,MXAN_RS14160,NC_008095.1
5'MXAN_RS39365,3426638,3426867,5'UTR,+,MXAN_RS39365,NC_008095.1
MXAN_RS39365,3426868,3427065,pseudogene,+,MXAN_RS39365,NC_008095.1
MXAN_RS39365,3426868,3427065,CDS,+,MXAN_RS39365,NC_008095.1
3'MXAN_RS39365,3427066,3427091,3'UTR,+,MXAN_RS39365,NC_008095.1
3'MXAN_RS37655,3427092,3427118,3'UTR,-,MXAN_RS37655,NC_008095.1
MXAN_RS37655,3427119,3427379,CDS,-,MXAN_RS37655,NC_008095.1
5'MXAN_RS37655,3427380,3429647,5'UTR,-,MXAN_RS37655,NC_008095.1
5'MXAN_RS37660,3429648,3431916,5'UTR,+,MXAN_RS37660,NC_008095.1
MXAN_RS37660,3431917,3433113,CDS,+,MXAN_RS37660,NC_008095.1
3'MXAN_RS37660,3433114,3433156,3'UTR,+,MXAN_RS37660,NC_008095.1
3'MXAN_RS14180,3433157,3433200,3'UTR,-,MXAN_RS14180,NC_008095.1
MXAN_RS14180,3433201,3435993,CDS,-,MXAN_RS14180,NC_008095.1
5'MXAN_RS14180,3435994,3436295,5'UTR,-,MXAN_RS14180,NC_008095.1
5'MXAN_RS14185,3436296,3436597,5'UTR,+,MXAN_RS14185,NC_008095.1
MXAN_RS14185,3436598,3436939,CDS,+,MXAN_RS14185,NC_008095.1
3'MXAN_RS14185,3436940,3436979,3'UTR,+,MXAN_RS14185,NC_008095.1
5'MXAN_RS14190,3436980,3437094,5'UTR,+,MXAN_RS14190,NC_008095.1
MXAN_RS14190,3437095,3438894,CDS,+,MXAN_RS14190,NC_008095.1
3'MXAN_RS14190,3438895,3438934,3'UTR,+,MXAN_RS14190,NC_008095.1
5'MXAN_RS14195,3438935,3438990,5'UTR,+,MXAN_RS14195,NC_008095.1
MXAN_RS14195,3438991,3440184,CDS,+,MXAN_RS14195,NC_008095.1
3'MXAN_RS14195,3440185,3440224,3'UTR,+,MXAN_RS14195,NC_008095.1
5'MXAN_RS14200,3440225,3440333,5'UTR,+,MXAN_RS14200,NC_008095.1
MXAN_RS14200,3440334,3440822,CDS,+,MXAN_RS14200,NC_008095.1
MXAN_RS14205,3440819,3441679,CDS,+,MXAN_RS14205,NC_008095.1
MXAN_RS14210,3441676,3442908,CDS,+,MXAN_RS14210,NC_008095.1
3'MXAN_RS14210,3442909,3442948,3'UTR,+,MXAN_RS14210,NC_008095.1
5'MXAN_RS14215,3442949,3443107,5'UTR,+,MXAN_RS14215,NC_008095.1
MXAN_RS14215,3443108,3444388,CDS,+,MXAN_RS14215,NC_008095.1
3'MXAN_RS14215,3444389,3444428,3'UTR,+,MXAN_RS14215,NC_008095.1
5'MXAN_RS14220,3444429,3444672,5'UTR,+,MXAN_RS14220,NC_008095.1
MXAN_RS14220,3444673,3445953,CDS,+,MXAN_RS14220,NC_008095.1
3'MXAN_RS14220,3445954,3445993,3'UTR,+,MXAN_RS14220,NC_008095.1
5'MXAN_RS14225,3445994,3446280,5'UTR,+,MXAN_RS14225,NC_008095.1
MXAN_RS14225,3446281,3447570,CDS,+,MXAN_RS14225,NC_008095.1
3'MXAN_RS14225,3447571,3447618,3'UTR,+,MXAN_RS14225,NC_008095.1
3'MXAN_RS14230,3447619,3447666,3'UTR,-,MXAN_RS14230,NC_008095.1
MXAN_RS14230,3447667,3449160,CDS,-,MXAN_RS14230,NC_008095.1
5'MXAN_RS14230,3449161,3449259,5'UTR,-,MXAN_RS14230,NC_008095.1
3'MXAN_RS14235,3449260,3449299,3'UTR,-,MXAN_RS14235,NC_008095.1
MXAN_RS14235,3449300,3450454,CDS,-,MXAN_RS14235,NC_008095.1
5'MXAN_RS14235,3450455,3450483,5'UTR,-,MXAN_RS14235,NC_008095.1
3'MXAN_RS14240,3450484,3450511,3'UTR,-,MXAN_RS14240,NC_008095.1
MXAN_RS14240,3450512,3451984,CDS,-,MXAN_RS14240,NC_008095.1
5'MXAN_RS14240,3451985,3452152,5'UTR,-,MXAN_RS14240,NC_008095.1
5'MXAN_RS14245,3452153,3452320,5'UTR,+,MXAN_RS14245,NC_008095.1
MXAN_RS14245,3452321,3452755,CDS,+,MXAN_RS14245,NC_008095.1
3'MXAN_RS14245,3452756,3452795,3'UTR,+,MXAN_RS14245,NC_008095.1
5'MXAN_RS14250,3452796,3453029,5'UTR,+,MXAN_RS14250,NC_008095.1
MXAN_RS14250,3453030,3453530,CDS,+,MXAN_RS14250,NC_008095.1
3'MXAN_RS14250,3453531,3453570,3'UTR,+,MXAN_RS14250,NC_008095.1
5'MXAN_RS14255,3453571,3453611,5'UTR,+,MXAN_RS14255,NC_008095.1
MXAN_RS14255,3453612,3454010,CDS,+,MXAN_RS14255,NC_008095.1
MXAN_RS14260,3454011,3454623,CDS,+,MXAN_RS14260,NC_008095.1
MXAN_RS14265,3454624,3456357,CDS,+,MXAN_RS14265,NC_008095.1
3'MXAN_RS14265,3456358,3456397,3'UTR,+,MXAN_RS14265,NC_008095.1
5'MXAN_RS14270,3456398,3456553,5'UTR,+,MXAN_RS14270,NC_008095.1
MXAN_RS14270,3456554,3457108,CDS,+,MXAN_RS14270,NC_008095.1
MXAN_RS14275,3457109,3457981,CDS,-,MXAN_RS14275,NC_008095.1
MXAN_RS14280,3457962,3458774,CDS,-,MXAN_RS14280,NC_008095.1
MXAN_RS14285,3458761,3459612,CDS,-,MXAN_RS14285,NC_008095.1
MXAN_RS14290,3459613,3460560,CDS,-,MXAN_RS14290,NC_008095.1
MXAN_RS14295,3460561,3461919,CDS,-,MXAN_RS14295,NC_008095.1
5'MXAN_RS14295,3461920,3461958,5'UTR,-,MXAN_RS14295,NC_008095.1
3'MXAN_RS14300,3461959,3461996,3'UTR,-,MXAN_RS14300,NC_008095.1
MXAN_RS14300,3461997,3462422,CDS,-,MXAN_RS14300,NC_008095.1
5'MXAN_RS14300,3462423,3462484,5'UTR,-,MXAN_RS14300,NC_008095.1
5'MXAN_RS14305,3462485,3462547,5'UTR,+,MXAN_RS14305,NC_008095.1
MXAN_RS14305,3462548,3462889,CDS,+,MXAN_RS14305,NC_008095.1
3'MXAN_RS14305,3462890,3462929,3'UTR,+,MXAN_RS14305,NC_008095.1
5'folE,3462930,3462991,5'UTR,+,MXAN_RS14310,NC_008095.1
folE,3462992,3463549,CDS,+,MXAN_RS14310,NC_008095.1
MXAN_RS14315,3463546,3464964,CDS,+,MXAN_RS14315,NC_008095.1
3'MXAN_RS14315,3464965,3465004,3'UTR,+,MXAN_RS14315,NC_008095.1
5'MXAN_RS14320,3465005,3465165,5'UTR,+,MXAN_RS14320,NC_008095.1
MXAN_RS14320,3465166,3465915,CDS,+,MXAN_RS14320,NC_008095.1
3'MXAN_RS14320,3465916,3465955,3'UTR,+,MXAN_RS14320,NC_008095.1
5'MXAN_RS14325,3465956,3466012,5'UTR,+,MXAN_RS14325,NC_008095.1
MXAN_RS14325,3466013,3466810,CDS,+,MXAN_RS14325,NC_008095.1
MXAN_RS14330,3466807,3468669,CDS,+,MXAN_RS14330,NC_008095.1
3'MXAN_RS14330,3468670,3468733,3'UTR,+,MXAN_RS14330,NC_008095.1
3'tatA,3468734,3468798,3'UTR,-,MXAN_RS14335,NC_008095.1
tatA,3468799,3469044,CDS,-,MXAN_RS14335,NC_008095.1
5'tatA,3469045,3469082,5'UTR,-,MXAN_RS14335,NC_008095.1
3'MXAN_RS14340,3469083,3469119,3'UTR,-,MXAN_RS14340,NC_008095.1
MXAN_RS14340,3469120,3470145,CDS,-,MXAN_RS14340,NC_008095.1
5'MXAN_RS14340,3470146,3470236,5'UTR,-,MXAN_RS14340,NC_008095.1
5'MXAN_RS14345,3470237,3470328,5'UTR,+,MXAN_RS14345,NC_008095.1
MXAN_RS14345,3470329,3470706,CDS,+,MXAN_RS14345,NC_008095.1
3'MXAN_RS14345,3470707,3470746,3'UTR,+,MXAN_RS14345,NC_008095.1
5'MXAN_RS14350,3470747,3470803,5'UTR,+,MXAN_RS14350,NC_008095.1
MXAN_RS14350,3470804,3471127,CDS,+,MXAN_RS14350,NC_008095.1
3'MXAN_RS14350,3471128,3471167,3'UTR,+,MXAN_RS14350,NC_008095.1
5'MXAN_RS14355,3471168,3471254,5'UTR,+,MXAN_RS14355,NC_008095.1
